#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  19
#! SET periodic_psi true
   -3.141592654   -3.141592654  122.889682706   45.824934483    1.336673775
   -3.033261872   -3.141592654  127.365161570   36.593768692    0.270540742
   -2.924931091   -3.141592654  130.792168034   26.517381211   -0.811578830
   -2.816600310   -3.141592654  133.132894825   16.481831573   -1.881407471
   -2.708269529   -3.141592654  134.423163652    7.203147416   -2.895070563
   -2.599938748   -3.141592654  134.766777818   -0.643488482   -3.848501144
   -2.491607967   -3.141592654  134.362553464   -6.696778063   -4.734579111
   -2.383277185   -3.141592654  133.410153497  -10.828862013   -5.574103040
   -2.274946404   -3.141592654  132.125542545  -13.000034803   -6.392075509
   -2.166615623   -3.141592654  130.690142248  -13.601365484   -7.220317140
   -2.058284842   -3.141592654  129.241956189  -13.104978971   -8.067342410
   -1.949954061   -3.141592654  127.882671918  -12.126559550   -8.919485740
   -1.841623280   -3.141592654  126.622397932  -11.235101866   -9.755221669
   -1.733292499   -3.141592654  125.424226848  -10.894253252  -10.510181725
   -1.624961717   -3.141592654  124.222150510  -11.432750455  -11.119586441
   -1.516630936   -3.141592654  122.897730504  -13.001311455  -11.506312694
   -1.408300155   -3.141592654  121.357460875  -15.580709622  -11.608988680
   -1.299969374   -3.141592654  119.478057644  -19.031590710  -11.392922054
   -1.191638593   -3.141592654  117.190322872  -23.066950038  -10.851746036
   -1.083307812   -3.141592654  114.448329386  -27.365465588  -10.015391607
   -0.974977030   -3.141592654  111.250787944  -31.420194139   -8.947644289
   -0.866646249   -3.141592654  107.675304915  -34.746850316   -7.723719216
   -0.758315468   -3.141592654  103.778681963  -37.012251924   -6.434163174
   -0.649984687   -3.141592654   99.716157929  -37.831901809   -5.146612312
   -0.541653906   -3.141592654   95.653881362  -36.979919916   -3.928341491
   -0.433323125   -3.141592654   91.772751219  -34.143176422   -2.798155596
   -0.324992343   -3.141592654   88.318640372  -29.266809984   -1.752163145
   -0.216661562   -3.141592654   85.508324220  -22.317203114   -0.763940926
   -0.108330781   -3.141592654   83.540713491  -13.589630043    0.216386843
    0.000000000   -3.141592654   82.592765464   -3.631527199    1.239127034
    0.108330781   -3.141592654   82.751123911    6.869482844    2.362423388
    0.216661562   -3.141592654   84.039423791   16.984409989    3.624137616
    0.324992343   -3.141592654   86.350934314   25.850350579    5.044302322
    0.433323125   -3.141592654   89.506419806   32.306676112    6.601242568
    0.541653906   -3.141592654   93.185367124   35.612700707    8.251095212
    0.649984687   -3.141592654   97.032328837   35.259469882    9.925026373
    0.758315468   -3.141592654  100.641847375   31.001152475   11.527643195
    0.866646249   -3.141592654  103.601576283   23.216712484   12.953624628
    0.974977030   -3.141592654  105.563003639   12.674707664   14.120314247
    1.083307812   -3.141592654  106.284626221    0.406998680   14.947792434
