#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  11
#! SET periodic_psi true
   -3.141592654   -3.141592654 -139.134674679  -52.855429193   -1.832347481
   -2.951193099   -3.141592654 -147.479352831  -34.342006908    0.205782952
   -2.760793544   -3.141592654 -152.114485428  -14.674913233    2.208671536
   -2.570393989   -3.141592654 -153.272065185    1.571665427    4.036044478
   -2.379994435   -3.141592654 -151.893666109   11.716374785    5.692322356
   -2.189594880   -3.141592654 -149.194299836   15.674781139    7.308418223
   -1.999195325   -3.141592654 -146.176930310   15.581708253    8.994910800
   -1.808795770   -3.141592654 -143.309414172   14.625831965   10.674869432
   -1.618396215   -3.141592654 -140.475192303   15.581358194   12.029481125
   -1.427996661   -3.141592654 -137.163616650   19.656628345   12.625300316
   -1.237597106   -3.141592654 -132.807250204   26.331466241   12.151039455
   -1.047197551   -3.141592654 -127.057357149   33.922501898   10.616701964
   -0.856797996   -3.141592654 -119.954058030   40.118015876    8.359110794
   -0.666398442   -3.141592654 -111.991472789   42.519264213    5.863802972
   -0.475998887   -3.141592654 -104.104256847   39.067399020    3.520340180
   -0.285599332   -3.141592654  -97.540017546   28.510408955    1.445566792
   -0.095199777   -3.141592654  -93.641167873   11.351045003   -0.524542394
    0.095199777   -3.141592654  -93.437318581   -9.576657744   -2.700362283
    0.285599332   -3.141592654  -97.180396145  -29.151498371   -5.343776644
    0.475998887   -3.141592654 -104.032247827  -41.203942342   -8.481942980
    0.666398442   -3.141592654 -112.061536971  -40.971276703  -11.827020991
    0.856797996   -3.141592654 -118.750829281  -27.347788945  -14.837594528
    1.047197551   -3.141592654 -121.832231615   -4.052427543  -16.924486678
    1.237597106   -3.141592654 -120.134924427   21.436037070  -17.698777143
    1.427996661   -3.141592654 -114.052859006   40.725600333  -17.135695360
    1.618396215   -3.141592654 -105.413000933   47.556814381  -15.556105169
    1.808795770   -3.141592654  -96.867507966   39.748144136  -13.470496756
    1.999195325   -3.141592654  -91.066744714   19.425990066  -11.358548969
    2.189594880   -3.141592654  -89.918516811   -8.006213558   -9.519307481
    2.379994435   -3.141592654  -94.119268385  -35.591969134   -8.007531584
    2.570393989   -3.141592654 -103.052058302  -56.756714077   -6.680850543
    2.760793544   -3.141592654 -115.025294302  -67.029140078   -5.310598169
    2.951193099   -3.141592654 -127.785815328  -65.104216782   -3.710309885

   -3.141592654   -2.570393989 -124.604632536  -41.198574270    2.803766791
   -2.951193099   -2.570393989 -130.914115798  -24.777960397    3.568565277
   -2.760793544   -2.570393989 -133.984311730   -7.877618159    4.158776930
   -2.570393989   -2.570393989 -134.124990922    5.473998760    4.669286674
   -2.379994435   -2.570393989 -132.253248783   13.076944980    5.219470617
   -2.189594880   -2.570393989 -129.500547799   14.923666736    5.916934914
   -1.999195325   -2.570393989 -126.818867816   12.767876546    6.779979780
   -1.808795770   -2.570393989 -124.718965500    9.273992123    7.676613423
   -1.618396215   -2.570393989 -123.199556809    7.040859038    8.341566673
   -1.427996661   -2.570393989 -121.838646720    7.753735871    8.481797182
   -1.237597106   -2.570393989 -120.019045491   11.805650256    7.917538697
   -1.047197551   -2.570393989 -117.167602339   18.318589509    6.674538354
   -0.856797996   -2.570393989 -112.998973923   25.173307988    4.947671457
   -0.666398442   -2.570393989 -107.717337105   29.466972503    2.979824922
   -0.475998887   -2.570393989 -102.103894049   28.240919918    0.925165210
   -0.285599332   -2.570393989  -97.420371093   19.504989277   -1.232840613
   -0.095199777   -2.570393989  -95.118761499    3.490405864   -3.651544629
    0.095199777   -2.570393989  -96.342251363  -16.731755627   -6.517080930
    0.285599332   -2.570393989 -101.385020206  -35.586233193   -9.892802057
    0.475998887   -2.570393989 -109.363536430  -46.487405100  -13.591301425
    0.666398442   -2.570393989 -118.241499417  -44.468457336  -17.146074974
    0.856797996   -2.570393989 -125.380498858  -28.474323228  -19.921443185
    1.047197551   -2.570393989 -128.420405532   -2.445123696  -21.337955536
    1.237597106   -2.570393989 -126.150342798   25.816987753  -21.101259600
    1.427996661   -2.570393989 -118.989761956   47.596468883  -19.309897716
    1.618396215   -2.570393989 -108.844980599   56.384838771  -16.387661145
    1.808795770   -2.570393989  -98.480116740   49.939418132  -12.905500301
    1.999195325   -2.570393989  -90.648958344   30.489354369   -9.379618850
    2.189594880   -2.570393989  -87.332536845    3.673582939   -6.170036588
    2.379994435   -2.570393989  -89.256091436  -23.358008072   -3.451035919
    2.570393989   -2.570393989  -95.807015265  -44.000073009   -1.254733698
    2.760793544   -2.570393989 -105.315167348  -53.970652307    0.465937658
    2.951193099   -2.570393989 -115.601030676  -52.304608791    1.791621142

   -3.141592654   -1.999195325 -121.218344987  -39.447291422    7.617285263
   -2.951193099   -1.999195325 -127.306726743  -24.169084947    7.501247119
   -2.760793544   -1.999195325 -130.338234164   -8.014970123    6.940511277
   -2.570393989   -1.999195325 -130.542651403    5.000286832    6.097395272
   -2.379994435   -1.999195325 -128.763672845   12.615352070    5.122731616
   -2.189594880   -1.999195325 -126.081224703   14.654005234    4.128731968
   -1.999195325   -1.999195325 -123.436907227   12.611042554    3.177674223
   -1.808795770   -1.999195325 -121.380052935    8.918925342    2.299024716
   -1.618396215   -1.999195325 -119.980869336    6.066487809    1.514461326
   -1.427996661   -1.999195325 -118.894171538    5.799089773    0.840700546
   -1.237597106   -1.999195325 -117.560077838    8.655252913    0.270201494
   -1.047197551   -1.999195325 -115.430889261   13.885039439   -0.253529107
   -0.856797996   -1.999195325 -112.231118746   19.427662967   -0.858512889
   -0.666398442   -1.999195325 -108.170171248   22.401980782   -1.725333774
   -0.475998887   -1.999195325 -104.022827495   19.943902853   -3.039330273
   -0.285599332   -1.999195325 -101.013583397   10.301429021   -4.933758497
   -0.095199777   -1.999195325 -100.504429590   -6.009166573   -7.422603292
    0.095199777   -1.999195325 -103.502976685  -25.742398870  -10.354597821
    0.285599332   -1.999195325 -110.154559860  -43.357476724  -13.408727468
    0.475998887   -1.999195325 -119.445501942  -52.407514660  -16.143546806
    0.666398442   -1.999195325 -129.233811107  -48.026708589  -18.095491114
    0.856797996   -1.999195325 -136.789902328  -29.223790017  -18.900673954
    1.047197551   -1.999195325 -139.680540036   -0.102953566  -18.395869345
    1.237597106   -1.999195325 -136.672117754   31.177275474  -16.662295974
    1.427996661   -1.999195325 -128.242593276   55.441724022  -13.982284483
    1.618396215   -1.999195325 -116.435732541   65.833627653  -10.734047844
    1.808795770   -1.999195325 -104.195188628   60.048199979   -7.281006696
    1.999195325   -1.999195325  -94.442650499   40.438642445   -3.893095334
    2.189594880   -1.999195325  -89.295656596   12.859548574   -0.752134204
    2.379994435   -1.999195325  -89.577048355  -15.369365589    2.020188312
    2.570393989   -1.999195325  -94.743578865  -37.502628740    4.321468183
    2.760793544   -1.999195325 -103.168947975  -49.115678455    6.055524509
    2.951193099   -1.999195325 -112.687333776  -49.082871206    7.156310493

   -3.141592654   -1.427996661 -119.377668452  -40.360606958   10.172580474
   -2.951193099   -1.427996661 -125.734079169  -25.997515293    9.456152200
   -2.760793544   -1.427996661 -129.151837355  -10.176865398    8.236514794
   -2.570393989   -1.427996661 -129.769659145    2.843183230    6.701650356
   -2.379994435   -1.427996661 -128.397416937   10.473128384    4.992637913
   -2.189594880   -1.427996661 -126.139676177   12.280386389    3.186168428
   -1.999195325   -1.427996661 -123.996379245    9.672021460    1.330599330
   -1.808795770   -1.427996661 -122.572464236    5.192367289   -0.489791440
   -1.618396215   -1.427996661 -121.964056392    1.487463624   -2.124490560
   -1.427996661   -1.427996661 -121.830281853    0.368245189   -3.408178637
   -1.237597106   -1.427996661 -121.615608781    2.337563458   -4.259395592
   -1.047197551   -1.427996661 -120.775853165    6.691264253   -4.760148016
   -0.856797996   -1.427996661 -119.007408061   11.679108822   -5.156041340
   -0.666398442   -1.427996661 -116.415292550   14.898574992   -5.750207110
   -0.475998887   -1.427996661 -113.589248016   13.742946007   -6.757883077
   -0.285599332   -1.427996661 -111.571839512    6.147112828   -8.204854569
   -0.095199777   -1.427996661 -111.661570075   -8.255412786   -9.902417240
    0.095199777   -1.427996661 -114.985957189  -27.148636631  -11.514044595
    0.285599332   -1.427996661 -121.935859903  -45.279202198  -12.669952307
    0.475998887   -1.427996661 -131.704718541  -55.518420578  -13.086327057
    0.666398442   -1.427996661 -142.158726639  -51.700061906  -12.643982948
    0.856797996   -1.427996661 -150.334550394  -31.721235294  -11.405751088
    1.047197551   -1.427996661 -153.428255932    0.549299403   -9.565992786
    1.237597106   -1.427996661 -149.887609623   36.212912810   -7.374291739
    1.427996661   -1.427996661 -140.076048379   64.800402905   -5.044926248
    1.618396215   -1.427996661 -126.168337938   78.251928163   -2.705398536
    1.808795770   -1.427996661 -111.418537829   73.652873603   -0.395052426
    1.999195325   -1.427996661  -99.109572428   53.382224580    1.897627572
    2.189594880   -1.427996661  -91.669562712   23.814223844    4.159482904
    2.379994435   -1.427996661  -90.113904630   -7.097002210    6.305594587
    2.570393989   -1.427996661  -93.975795020  -32.065828831    8.165484361
    2.760793544   -1.427996661 -101.619952359  -46.292109613    9.527732470
    2.951193099   -1.427996661 -110.814571829  -48.423948610   10.218506574

   -3.141592654   -0.856797996 -125.194814611  -39.567161344    9.719639973
   -2.951193099   -0.856797996 -131.287794212  -24.164287736    8.562938545
   -2.760793544   -0.856797996 -134.351332250   -8.510223211    6.918651110
   -2.570393989   -0.856797996 -134.777472229    2.956875590    4.941858793
   -2.379994435   -0.856797996 -133.623735144    7.922046188    2.744959377
   -2.189594880   -0.856797996 -132.155193838    6.496231522    0.365385259
   -1.999195325   -0.856797996 -131.416520549    0.777297248   -2.192169952
   -1.808795770   -0.856797996 -131.926660656   -6.041943015   -4.864650034
   -1.618396215   -0.856797996 -133.573791567  -10.690709438   -7.468389334
   -1.427996661   -0.856797996 -135.695837054  -10.786170059   -9.736246338
   -1.237597106   -0.856797996 -137.326186555   -5.504202535  -11.431390479
   -1.047197551   -0.856797996 -137.495145670    4.201344429  -12.463445686
   -0.856797996   -0.856797996 -135.597808253   15.549326892  -12.916967970
   -0.666398442   -0.856797996 -131.701730503   24.455865595  -12.964608393
   -0.475998887   -0.856797996 -126.691555585   26.634330343  -12.740709731
   -0.285599332   -0.856797996 -122.156952435   19.171514877  -12.259996008
   -0.095199777   -0.856797996 -119.978326142    2.197283638  -11.417950545
    0.095199777   -0.856797996 -121.663503524  -20.432281842  -10.065117037
    0.285599332   -0.856797996 -127.661342245  -41.801338117   -8.099662153
    0.475998887   -0.856797996 -136.961822802  -53.812894347   -5.553586641
    0.666398442   -0.856797996 -147.139529154  -50.322195182   -2.630956388
    0.856797996   -0.856797996 -155.016543030  -29.912929475    0.321201058
    1.047197551   -0.856797996 -157.719926245    2.769606501    2.919412203
    1.237597106   -0.856797996 -153.750206415   38.381612687    4.877710214
    1.427996661   -0.856797996 -143.569999440   66.403615837    6.119381637
    1.618396215   -0.856797996 -129.438799918   78.917850717    6.789216569
    1.808795770   -0.856797996 -114.664157134   73.224165306    7.171861628
    1.999195325   -0.856797996 -102.545451997   51.833010194    7.560816891
    2.189594880   -0.856797996  -95.499479874   21.269296413    8.134002651
    2.379994435   -0.856797996  -94.495021781  -10.264833624    8.890841360
